#Parameters = {Conductivity=2000; L=38; Thickness=0.01; W=3; depth=15}
#"Frequency / GHz"	"S1,1 (4) [Magnitude / dB]"
#---------------------------------------------
0.48162999749184	-6.0528755291482
0.48361998796463	-6.0598585984208
0.48561000823975	-6.0669837890585
0.48759999871254	-6.0742666470768
0.48958998918533	-6.0817230799716
0.49158000946045	-6.0893688820592
0.49356999993324	-6.0972202553365
0.49555999040604	-6.1052946995103
0.49755001068115	-6.1136107415051
0.49954000115395	-6.1221881911461
0.50152999162674	-6.1310443152194
0.50352001190186	-6.1401998811904
0.50550997257233	-6.1496740692496
0.50749999284744	-6.1594874932301
0.50949001312256	-6.1696586068484
0.51147997379303	-6.1802086956786
0.51346999406815	-6.1911583815517
0.51546001434326	-6.2025270587260
0.51744997501373	-6.2143347484981
0.51943999528885	-6.2266005224160
0.52143001556396	-6.2393453405379
0.52341997623444	-6.2525853737230
0.52540999650955	-6.2663424615524
0.52740001678467	-6.2806340545126
0.52938997745514	-6.2954748581063
0.53137999773026	-6.3108833852318
0.53337001800537	-6.3268774287452
0.53535997867584	-6.3434710662644
0.53734999895096	-6.3606792239676
0.53934001922607	-6.3785158180103
0.54132997989655	-6.3969929457389
0.54332000017166	-6.4161236993517
0.54531002044678	-6.4359199930550
0.54729998111725	-6.4563925784975
0.54929000139236	-6.4775472858688
0.55128002166748	-6.4993959359508
0.55326998233795	-6.5219443433364
0.55526000261307	-6.5451995980144
0.55725002288818	-6.5691659115620
0.55923998355865	-6.5938466596306
0.56123000383377	-6.6192474703748
0.56322002410889	-6.6453670756579
0.56520998477936	-6.6722081628796
0.56720000505447	-6.6997706087823
0.56919002532959	-6.7280511169540
0.57117998600006	-6.7570500351949
0.57317000627518	-6.7867616509904
0.57516002655029	-6.8171839591763
0.57714998722076	-6.8483084531596
0.57914000749588	-6.8801307350041
0.58113002777100	-6.9126420035777
0.58311998844147	-6.9458350244759
0.58511000871658	-6.9797000327510
0.58710002899170	-7.0142261193433
0.58908998966217	-7.0494043107286
0.59108000993729	-7.0852204694082
0.59306997060776	-7.1216653153292
0.59505999088287	-7.1587209430604
0.59705001115799	-7.1963785993640
0.59903997182846	-7.2346208043466
0.60102999210358	-7.2734341863596
